Member_ID,First_Name,Last_Name,Gender,Age,Height,Weight,Hours_Sleep,Calories_Consumed,Exercise_Calories_Burned,Date,
812053,Lars,Pennock,M,31,"5,8",217,7,3171,383,,
812053,Lars,Pennock,M,31,"5,8",215,5,2462,354,,
812053,Lars,Pennock,M,31,"5,8",215,7,2797,871,,
812053,Lars,Pennock,M,31,"5,8",215,9,2986,438,,
812053,Lars,Pennock,M,31,"5,8",216,6,2613,717,,
812053,Lars,Pennock,M,31,"5,8",217,6,2525,743,,
812053,Lars,Pennock,M,31,"5,8",217,5,2713,779,,
812053,Lars,Pennock,M,31,"5,8",217,6,2400,800,,
812053,Lars,Pennock,M,31,"5,8",217,8,2832,806,,
812053,Lars,Pennock,M,31,"5,8",217,6,2489,938,,
